event_subject,event_object,event_complement,event_trigger,event_subject_type,event_object_type,event_subject_id,event_object_id,event_complement_id,event_trigger_id,relation_id
candidatos,,elecciones de delegados de personal,presentar,LegalAgent,LegalConcept,argument0192,,argument0439,trigger0452,duty0486
candidatos,,miembros del comité de empresa,presentar,LegalAgent,LegalConcept,argument0192,,argument0647,trigger0452,duty0487
candidatos,,sindicatos de trabajadores,presentar,LegalAgent,LegalConcept,argument0192,,argument0893,trigger0452,duty0488
candidatos,,coaliciones,presentar,LegalAgent,LegalConcept,argument0192,,argument0222,trigger0452,duty0489
contrato de trabajo,,causas,suspenderse,LegalConcept,LegalConcept,argument0286,,argument0201,trigger0649,duty0490
contrato de trabajo,,consignadas,suspenderse,LegalConcept,LegalConcept,argument0286,,argument0268,trigger0649,duty0491
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,atribuciones,entenderán,LegalConcept,LegalConcept,argument0505,,argument0174,trigger0207,duty0492
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,jurisdicción,entenderán,LegalConcept,LegalConcept,argument0505,,argument0559,trigger0207,duty0493
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,autoridad laboral,entenderán,LegalConcept,LegalConcept,argument0505,,argument0177,trigger0207,duty0494
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,términos,entenderán,LegalConcept,LegalConcept,argument0505,,argument0965,trigger0207,duty0495
funcionamiento y las decisiones de la Comisión Consultiva Nacional de Convenios Colectivos,,leyes,entenderán,LegalConcept,LegalConcept,argument0505,,argument0594,trigger0207,duty0496
cedente y el cesionario,representantes legales,,deberán informar,LegalAgent,LegalAgent,argument0208,argument0852,,trigger0163,duty0497
informe,,,deberá ser evacuado,LegalConcept,LegalConcept,argument0534,,,trigger0145,duty0498
trabajadores,,,elegirán,LegalAgent,LegalConcept,argument0933,,,trigger0202,duty0499
parte del contrato,,,está obligada a notificar,LegalConcept,LegalConcept,argument0726,,,trigger0236,duty0500
empresario,,,deberá informar,LegalAgent,LegalConcept,argument0449,,,trigger0128,duty0501
distribución,,,deberá respetar,LegalConcept,LegalConcept,argument0406,,,trigger0142,duty0502
dirección de la empresa,,,deberá comunicar,LegalEntity,LegalConcept,argument0388,,,trigger0113,duty0503
acuerdos de la comisión,,,requerirán,LegalConcept,LegalConcept,argument0140,,,trigger0502,duty0504
contrataciones,,,se regirán por,LegalConcept,LegalConcept,argument0276,,,trigger0596,duty0505
empresario,,copia básica,entregará,LegalAgent,LegalConcept,argument0449,,argument0313,trigger0210,duty0506
empresario,,contratos,entregará,LegalAgent,LegalConcept,argument0449,,argument0290,trigger0210,duty0507
contrato,,duración máxima,considerará prorrogado,LegalConcept,LegalConcept,argument0283,,argument0415,trigger0076,duty0508
contrato,,obra,considerará prorrogado,LegalConcept,LegalConcept,argument0283,,argument0696,trigger0076,duty0509
contrato,,servicio,considerará prorrogado,LegalConcept,LegalConcept,argument0283,,argument0889,trigger0076,duty0510
duración,,jornada ordinaria,será,LegalConcept,LegalConcept,argument0410,,argument0556,trigger0610,duty0511
duración,,trabajo,será,LegalConcept,LegalConcept,argument0410,,argument0949,trigger0610,duty0512
decisión,,eficacia,tendrá,LegalConcept,LegalConcept,argument0337,,argument0419,trigger0651,duty0513
decisión,,acuerdos,tendrá,LegalConcept,LegalConcept,argument0337,,argument0139,trigger0651,duty0514
procedimiento,,,se iniciará,LegalConcept,LegalConcept,argument0776,,,trigger0571,duty0515
trabajador,,,deberá recibir,LegalAgent,LegalConcept,argument0925,,,trigger0140,duty0516
órganos,,,habrá de dictarse,LegalEntity,LegalConcept,argument1002,,,trigger0270,duty0517
empresa,,información,deberá informar,LegalAgent,LegalConcept,argument0445,,argument0531,trigger0128,duty0518
comisión representativa,,,estará integrada,LegalConcept,LegalConcept,argument0228,,,trigger0221,duty0519
empresario,,indemnización,podrá dejar de hacerlo,LegalAgent,LegalConcept,argument0449,,argument0529,trigger0369,duty0520
convenios colectivos,,cláusulas,podrán establecer,LegalConcept,LegalConcept,argument0306,,argument0221,trigger0431,duty0521
dirección empresarial,,,podrá limitar,LegalEntity,LegalConcept,argument0390,,,trigger0390,duty0522
trabajadores,,,tienen como deberes básicos,LegalAgent,LegalConcept,argument0933,,,trigger0696,duty0523
comunicación,,copia,enviará,LegalConcept,LegalConcept,argument0245,,argument0312,trigger0211,duty0524
regulación,,organizaciones sindicales,hará,LegalConcept,LegalConcept,argument0831,,argument0706,trigger0277,duty0525
regulación,,asociaciones empresariales,hará,LegalConcept,LegalConcept,argument0831,,argument0170,trigger0277,duty0526
contratos,,normativa,continuarán rigiéndose,LegalConcept,LegalConcept,argument0290,,argument0675,trigger0090,duty0527
empresario,,medios,facilitará,LegalAgent,LegalConcept,argument0449,,argument0639,trigger0255,duty0528
empresario,autoridad laboral,,comunicará,LegalAgent,LegalEntity,argument0449,argument0177,,trigger0066,duty0529
plazo,,realización de dicho texto,era,LegalConcept,LegalConcept,argument0761,,argument0811,trigger0212,duty0530
trabajador,,derecho preferente al reingreso en las vacantes de igual o similar categoría a la suya que hubiera o se produjeran en la empresa,conserva,LegalAgent,LegalConcept,argument0925,,argument0364,trigger0070,duty0531
empresario,,trabajadores de la empresa,deberá informar,LegalAgent,LegalConcept,argument0449,,argument0941,trigger0128,duty0532
empresario,,puestos de trabajo vacantes,deberá informar,LegalAgent,LegalConcept,argument0449,,argument0803,trigger0128,duty0533
empresario,,"solicitudes de conversión voluntaria de un trabajo a tiempo completo en un trabajo a tiempo parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial",deberá informar,LegalAgent,LegalConcept,argument0449,,argument0901,trigger0128,duty0534
número de miembros del comité de empresa,,,se determinará,LegalConcept,LegalConcept,argument0686,,,trigger0543,duty0535
relaciones laborales de los trabajadores afectados por la sucesión,,"convenio colectivo que en el momento de la transmisión fuere de aplicación en la empresa, centro de trabajo o unidad productiva autónoma transferida",seguirán rigiéndose,LegalConcept,LegalConcept,argument0837,,argument0304,trigger0607,duty0536
promoción,,elecciones para renovar la representación por conclusión de la duración del mandato,podrá efectuarse,LegalConcept,LegalConcept,argument0788,,argument0440,trigger0376,duty0537
El Fondo,,,se tendrán en cuenta,LegalEntity,LegalConcept,argument0014,,,trigger0605,duty0538
El acto de la votación,,,se efectuará,LegalConcept,LegalConcept,argument0018,,,trigger0547,duty0539
La Comisión Consultiva Nacional de Convenios Colectivos,,,tendrá,LegalEntity,LegalConcept,argument0045,,,trigger0651,duty0540
el empresario,al trabajador,un curso dirigido a facilitar la adaptación a las modificaciones operadas,deberá ofrecer,LegalAgent,LegalAgent,argument0428,argument0148,argument0971,trigger0134,duty0541
acuerdo,empresa,,será comunicado,LegalConcept,LegalEntity,argument0135,argument0445,,trigger0613,duty0542
acuerdo,autoridad laboral,,será comunicado,LegalConcept,LegalEntity,argument0135,argument0177,,trigger0613,duty0543
convenio,,,deroga,LegalConcept,LegalConcept,argument0301,,,trigger0180,duty0544
mesa electoral,,,cumplirá,LegalEntity,LegalConcept,argument0643,,,trigger0100,duty0545
indemnización,,contratos,calculará,LegalConcept,LegalConcept,argument0529,,argument0290,trigger0058,duty0546
cambio de funciones,,,requerirá,LegalConcept,LegalConcept,argument0188,,,trigger0501,duty0547
progenitor,,,dispondrá,LegalAgent,LegalConcept,argument0786,,,trigger0193,duty0548
trabajo nocturno,,,tendrá,LegalConcept,LegalConcept,argument0954,,,trigger0651,duty0549
trabajadores nocturnos y quienes trabajen a turnos,,,deberán gozar,LegalAgent,LegalConcept,argument0947,,,trigger0161,duty0550
contrato de trabajo,,,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,,trigger0418,duty0551
empresario,,,está obligado a comunicar,LegalAgent,LegalConcept,argument0449,,,trigger0237,duty0552
cambio de puesto de trabajo,,,se llevará a cabo,LegalConcept,LegalConcept,argument0189,,,trigger0573,duty0553
comité de empresa,,,tendrá,LegalEntity,LegalConcept,argument0231,,,trigger0651,duty0554
,trabajadores,,designarán,LegalConcept,LegalAgent,,argument0933,,trigger0184,duty0555
artículo 56.5,,,será de aplicación,LegalConcept,LegalConcept,argument0163,,,trigger0614,duty0556
Fondo de Garantía Salarial,,,solicitará,LegalEntity,LegalConcept,argument0041,,,trigger0642,duty0557
Gobierno,,salarios,se fijará,LegalEntity,LegalConcept,argument0042,,argument0881,trigger0562,duty0558
periodo de descanso,,,tendrá,LegalConcept,LegalConcept,argument0738,,,trigger0651,duty0559
jornada de los trabajadores a tiempo parcial,,,se registrará,LegalConcept,LegalConcept,argument0554,,,trigger0597,duty0560
comisión representativa de los trabajadores,,,deberá quedar constituida,LegalEntity,LegalConcept,argument0229,,,trigger0138,duty0561
concreción del modo de disfrute del permiso,,,se fijará,LegalConcept,LegalConcept,argument0255,,,trigger0562,duty0562
consulta,,,deberá realizarse,LegalConcept,LegalConcept,argument0271,,,trigger0139,duty0563
copia básica,,,contendrá,LegalConcept,LegalConcept,argument0313,,,trigger0087,duty0564
censo de electores y elegibles,,,se distribuirá,LegalConcept,LegalConcept,argument0209,,,trigger0546,duty0565
trabajadores,,,adquirirán,LegalAgent,LegalConcept,argument0933,,,trigger0040,duty0566
empresario,trabajador,,deberá informar,LegalAgent,LegalAgent,argument0449,argument0925,,trigger0128,duty0567
empresario,,Registro salarial,deberá incluir,LegalAgent,LegalConcept,argument0449,,argument0105,trigger0127,duty0568
autoridad laboral,empresa,,verificará,LegalEntity,LegalAgent,argument0177,argument0445,,trigger0711,duty0569
Gobierno,,,fijará,LegalEntity,LegalConcept,argument0042,,,trigger0257,duty0570
acuerdo,,condiciones de trabajo,deberá determinar,LegalConcept,LegalConcept,argument0135,,argument0261,trigger0118,duty0571
acuerdo,,duración,deberá determinar,LegalConcept,LegalConcept,argument0135,,argument0410,trigger0118,duty0572
los salarios de tramitación,,las cuotas de la Seguridad Social correspondientes a dichos salarios,serán con cargo,LegalConcept,LegalConcept,argument0617,,argument0579,trigger0626,duty0573
despido colectivo,,,se entenderá por,LegalConcept,LegalConcept,argument0375,,,trigger0553,duty0574
La apertura del periodo de consultas y las posiciones de las partes,,a la autoridad laboral,deberán ser notificadas,LegalConcept,LegalConcept,argument0047,,argument0114,trigger0173,duty0575
La oficina pública dependiente de la autoridad laboral,árbrito,,dará traslado,LegalEntity,LegalAgent,argument0062,argument1000,,trigger0106,duty0576
La oficina pública dependiente de la autoridad laboral,escrito,,dará traslado,LegalEntity,LegalAgent,argument0062,argument0472,,trigger0106,duty0577
La oficina pública dependiente de la autoridad laboral,copia del expediente electoral administrativo,,dará traslado,LegalEntity,LegalAgent,argument0062,argument0315,,trigger0106,duty0578
Fondo,,,personará,LegalEntity,LegalConcept,argument0040,,,trigger0354,duty0579
acuerdos,,oficina pública,comunicarse,LegalConcept,LegalConcept,argument0139,,argument0700,trigger0065,duty0580
acuerdos,,autoridad laboral,comunicarse,LegalConcept,LegalConcept,argument0139,,argument0177,trigger0065,duty0581
resultado de la votación,,tablones de anuncios,publicará,LegalConcept,LegalConcept,argument0864,,argument0917,trigger0471,duty0582
trabajadores,,,realizasen,LegalAgent,LegalConcept,argument0933,,,trigger0491,duty0583
autoridad laboral,,,resolverán,LegalEntity,LegalConcept,argument0177,,,trigger0505,duty0584
decisión empresarial,,,impugnarse,LegalEntity,LegalConcept,argument0339,,,trigger0282,duty0585
juez,,,prorrogar,LegalAgent,LegalConcept,argument0558,,,trigger0469,duty0586
empresario,,,deberá acompañar,LegalAgent,LegalConcept,argument0449,,,trigger0110,duty0587
comisión negociadora,,,entenderá válidamente constituida,LegalConcept,LegalConcept,argument0226,,,trigger0206,duty0588
constitución del comité intercentros,,,guardará,LegalConcept,LegalConcept,argument0269,,,trigger0266,duty0589
convenios colectivos,,,han de formalizarse,LegalConcept,LegalConcept,argument0306,,,trigger0276,duty0590
se,,,procederá a constituir,LegalConcept,LegalConcept,argument0885,,,trigger0460,duty0591
empresa,puesto de trabajo,,tendrá,LegalAgent,LegalAgent,argument0445,argument0800,,trigger0651,duty0592
empresario,componentes de la mesa electoral,censo laboral,remitirá,LegalAgent,LegalAgent,argument0449,argument0241,argument0210,trigger0500,duty0593
Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada,,,estarán representados,LegalAgent,LegalConcept,argument0102,,,trigger0234,duty0594
fiestas,,,se respetarán,LegalConcept,LegalConcept,argument0501,,,trigger0601,duty0595
decisión extintiva,,,se considerará,LegalConcept,LegalConcept,argument0340,,,trigger0530,duty0596
concreción horaria y la determinación de los permisos y reducciones de jornada,,,corresponderán,LegalConcept,LegalConcept,argument0257,,,trigger0098,duty0597
relaciones laborales de carácter especial,,,considerarán,LegalConcept,LegalConcept,argument0836,,,trigger0078,duty0598
autoridad laboral,,,velará,LegalEntity,LegalConcept,argument0177,,,trigger0707,duty0599
mesa electoral,,,cumplirá,LegalEntity,LegalConcept,argument0643,,,trigger0100,duty0600
árbitros,,,deberán abstenerse,LegalAgent,LegalConcept,argument0999,,,trigger0151,duty0601
cedente y el cesionario,,,habrán de proporcionar,LegalEntity,LegalConcept,argument0208,,,trigger0273,duty0602
contratación de trabajadores,otra empresa,empresas de trabajo temporal,podrá efectuarse,LegalConcept,LegalEntity,argument0277,argument0709,argument0458,trigger0376,duty0603
contrato de trabajo,,causas Excedencia forzosa,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0203,trigger0418,duty0604
periodo,,dicho cómputo,Se excluyen,LegalConcept,LegalConcept,argument0736,,argument0382,trigger0020,duty0605
periodo,,seis semanas posteriores al parto,Se excluyen,LegalConcept,LegalConcept,argument0736,,argument0887,trigger0020,duty0606
periodo,,suspensión obligatoria del contrato de la madre biológica,Se excluyen,LegalConcept,LegalConcept,argument0736,,argument0914,trigger0020,duty0607
contrato de trabajo,,causas Ejercicio de cargo público representativo,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0202,trigger0418,duty0608
contrato para la formación y el aprendizaje,,reglas,se regirá,LegalConcept,LegalConcept,argument0289,,argument0830,trigger0593,duty0609
contrato para la formación y el aprendizaje,,cualificación o competencia profesional adquirida a través del contrato para la formación y el aprendizaje,se regirá,LegalConcept,LegalConcept,argument0289,,argument0325,trigger0593,duty0610
contrato para la formación y el aprendizaje,,"términos previstos en la Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional, y en su normativa de desarrollo",se regirá,LegalConcept,LegalConcept,argument0289,,argument0968,trigger0593,duty0611
mesa electoral,,,cumplirá,LegalEntity,LegalConcept,argument0643,,,trigger0100,duty0612
empresarios,contratos,,habrán de notificar,LegalAgent,LegalConcept,argument0455,argument0290,,trigger0272,duty0613
importe,,indemnización,calculará,LegalConcept,LegalConcept,argument0516,,argument0529,trigger0058,duty0614
periodo o periodos,,disfrute,fijará,LegalConcept,LegalConcept,argument0742,,argument0394,trigger0257,duty0615
sistema de representación proporcional,lista,número de puestos,atribuirá,LegalConcept,LegalConcept,argument0896,argument0600,argument0687,trigger0051,duty0616
acuerdo,comisión paritaria,,deberá ser notificado,LegalConcept,LegalConcept,argument0135,argument0227,,trigger0148,duty0617
contratista o subcontratista,empresa principal,,deberán informar,LegalAgent,LegalEntity,argument0280,argument0447,,trigger0163,duty0618
representantes de los trabajadores,,,paralizará,LegalAgent,LegalConcept,argument0850,,,trigger0349,duty0619
intervención como interlocutores,,,corresponderá,LegalConcept,LegalConcept,argument0548,,,trigger0097,duty0620
candidato o candidatura,,,nombrar,LegalAgent,LegalConcept,argument0191,,,trigger0331,duty0621
derechos,,,corresponderá,LegalConcept,LegalConcept,argument0365,,,trigger0097,duty0622
razones,,,Se considerarán,LegalConcept,LegalConcept,argument0808,,,trigger0018,duty0623
informes,,comité de empresa,tendrán que elaborarse,LegalConcept,LegalConcept,argument0536,,argument0231,trigger0689,duty0624
Fondo,,,abonar,LegalEntity,LegalConcept,argument0040,,,trigger0032,duty0625
autoridad laboral,entidad gestora,,dará traslado,LegalEntity,LegalEntity,argument0177,argument0468,,trigger0106,duty0626
contrato para la formación y el aprendizaje,,,se regirá,LegalConcept,LegalConcept,argument0289,,,trigger0593,duty0627
oficina pública,,,requerirá,LegalEntity,LegalConcept,argument0700,,,trigger0501,duty0628
duración,,,se ampliará,LegalConcept,LegalConcept,argument0410,,,trigger0517,duty0629
duración,,,será,LegalConcept,LegalConcept,argument0410,,,trigger0610,duty0630
empresa,,,deberá informar,LegalAgent,LegalConcept,argument0445,,,trigger0128,duty0631
empresa,trabajador,,pasar,LegalAgent,LegalAgent,argument0445,argument0925,,trigger0350,duty0632
mesa,,,Publicará,LegalEntity,LegalConcept,argument0642,,,trigger0011,duty0633
empresario principal,contratistas,,responderá solidariamente,LegalAgent,LegalAgent,argument0450,argument0281,,trigger0508,duty0634
empresario principal,subcontratistas,,responderá solidariamente,LegalAgent,LegalAgent,argument0450,argument0904,,trigger0508,duty0635
trabajador,,,se deducirá,LegalAgent,LegalConcept,argument0925,,,trigger0542,duty0636
empresa,,,se constituirá,LegalAgent,LegalConcept,argument0445,,,trigger0535,duty0637
laudo arbitral,,,podrá impugnarse,LegalConcept,LegalConcept,argument0590,,,trigger0388,duty0638
contrato de trabajo,,"causas económicas, técnicas, organizativas o de producción",podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0205,trigger0418,duty0639
reingreso,,,deberá ser solicitado,LegalConcept,LegalConcept,argument0833,,,trigger0149,duty0640
contrato de trabajo,,causas Incapacidad temporal,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0204,trigger0418,duty0641
trabajadores,,las órdenes e instrucciones del empresario,tienen como deberes básicos,LegalAgent,LegalConcept,argument0933,,argument0588,trigger0696,duty0642
la duración del periodo de prueba,,,no podrá exceder de,LegalConcept,LegalConcept,argument0567,,,trigger0312,duty0643
Igual ampliación,,"en el supuesto de nacimiento, adopción, guarda con fines de adopción o acogimiento múltiple por cada hijo o hija distinta del primero",procederá,LegalConcept,LegalConcept,argument0044,,argument0465,trigger0459,duty0644
trabajador,,horas complementarias,deberá conocer,LegalAgent,LegalConcept,argument0925,,argument0512,trigger0115,duty0645
contrato de trabajo,,causas,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0201,trigger0418,duty0646
contratos de duración determinada,,plazo máximo de duración,se entenderán prorrogados,LegalConcept,LegalConcept,argument0291,,argument0763,trigger0556,duty0647
infracciones,empresario,texto refundido de la Ley sobre Infracciones y Sanciones en el Orden Social,prescribirán,LegalConcept,LegalAgent,argument0537,argument0449,argument0919,trigger0451,duty0648
dirección de la empresa,trabajadores,,deberá comunicar,LegalEntity,LegalAgent,argument0388,argument0933,,trigger0113,duty0649
dirección de la empresa,representantes,,deberá comunicar,LegalEntity,LegalAgent,argument0388,argument0849,,trigger0113,duty0650
tratamiento de la información facilitada,,,estará sometido,LegalConcept,LegalConcept,argument0962,,,trigger0227,duty0651
empresa,,calendario laboral,elaborará,LegalAgent,LegalConcept,argument0445,,argument0185,trigger0201,duty0652
disposiciones reglamentarias,,,desarrollarán,LegalEntity,LegalConcept,argument0403,,,trigger0182,duty0653
empresa,representantes legales,,deberá informar,LegalAgent,LegalAgent,argument0445,argument0852,,trigger0128,duty0654
convenios colectivos,,,habrán de expresar,LegalConcept,LegalConcept,argument0306,,,trigger0271,duty0655
En las empresas o centros de trabajo,,,se pondrá a disposición de,LegalConcept,LegalConcept,argument0034,,,trigger0586,duty0656
se,trabajadores,sistema de impartición,desarrollará,LegalConcept,LegalAgent,argument0885,argument0933,argument0895,trigger0181,duty0657
se,trabajadores,características de la formación,desarrollará,LegalConcept,LegalAgent,argument0885,argument0933,argument0195,trigger0181,duty0658
empresario,,,deberá informar,LegalAgent,LegalConcept,argument0449,,,trigger0128,duty0659
regulación,,,tendrá,LegalConcept,LegalConcept,argument0831,,,trigger0651,duty0660
intervención,,,autorizará,LegalConcept,LegalConcept,argument0547,,,trigger0054,duty0661
elección,,,ajustará,LegalConcept,LegalConcept,argument0441,,,trigger0043,duty0662
miembros del comité de empresa y los delegados de personal,,,tendrán,LegalEntity,LegalConcept,argument0649,,,trigger0676,duty0663
incumplimiento de la obligación,,,podrá dar lugar,LegalConcept,LegalConcept,argument0525,,,trigger0368,duty0664
acuerdo,,,requerirá,LegalConcept,LegalConcept,argument0135,,,trigger0501,duty0665
contrato de relevo,,,ajustará,LegalConcept,LegalConcept,argument0285,,,trigger0043,duty0666
empresarios,,,responderán,LegalAgent,LegalConcept,argument0455,,,trigger0509,duty0667
"apartados 4, 5, y 6 del artículo 48",,,serán de aplicación,LegalConcept,LegalConcept,argument0154,,,trigger0627,duty0668
disposiciones legales y reglamentarias,,,se aplicarán,LegalConcept,LegalConcept,argument0402,,,trigger0519,duty0669
empresa,,,podrá limitar,LegalAgent,LegalConcept,argument0445,,,trigger0390,duty0670
Los expedientes de regulación de empleo,,,se regirán,LegalConcept,LegalConcept,argument0087,,,trigger0595,duty0671
La decisión sobre la modificación colectiva de las condiciones de trabajo,los trabajadores,,será notificada,LegalConcept,LegalAgent,argument0051,argument0619,,trigger0619,duty0672
trabajadores,,,tienen como deberes básicos,LegalAgent,LegalConcept,argument0933,,,trigger0696,duty0673
dicho escrito,,extremos,se consignarán,LegalConcept,LegalConcept,argument0384,,argument0493,trigger0534,duty0674
dicho escrito,,Número y clasificación profesional,se consignarán,LegalConcept,LegalConcept,argument0384,,argument0096,trigger0534,duty0675
lista de electores,,,se hará pública,LegalConcept,LegalConcept,argument0602,,,trigger0566,duty0676
Lo establecido en las letras anteriores,,,será de aplicación,LegalConcept,LegalConcept,argument0080,,,trigger0614,duty0677
mesa,,,será,LegalEntity,LegalConcept,argument0642,,,trigger0610,duty0678
regulación,,relaciones laborales,respetará,LegalConcept,LegalConcept,argument0831,,argument0835,trigger0506,duty0679
persona trabajadora,,,deberá preavisar,LegalAgent,LegalConcept,argument0751,,,trigger0136,duty0680
trabajador,,,deberá ser informado,LegalAgent,LegalConcept,argument0925,,,trigger0146,duty0681
comité,,puestos,serán repartidos,LegalConcept,LegalConcept,argument0230,,argument0801,trigger0634,duty0682
excedencia forzosa,,puesto,se concederá,LegalConcept,LegalConcept,argument0484,,argument0799,trigger0526,duty0683
excedencia forzosa,,cómputo,se concederá,LegalConcept,LegalConcept,argument0484,,argument0333,trigger0526,duty0684
excedencia forzosa,,antigüedad,se concederá,LegalConcept,LegalConcept,argument0484,,argument0152,trigger0526,duty0685
empresario,,retribución,está obligado a pagar,LegalAgent,LegalConcept,argument0449,,argument0869,trigger0241,duty0686
empresario,,,está obligado a garantizar,LegalAgent,LegalConcept,argument0449,,,trigger0238,duty0687
trabajadores,,,tienen como deberes básicos,LegalAgent,LegalConcept,argument0933,,,trigger0696,duty0688
empresario,trabajadores,,conservará,LegalAgent,LegalAgent,argument0449,argument0933,,trigger0072,duty0689
periodo de consultas,,,deberá versar,LegalConcept,LegalConcept,argument0737,,,trigger0150,duty0690
laudo,,impugnación del proceso electoral,será escrito y razonado,LegalConcept,LegalConcept,argument0589,,argument0520,trigger0616,duty0691
laudo,,registro del acta,será escrito y razonado,LegalConcept,LegalConcept,argument0589,,argument0825,trigger0616,duty0692
"Los representantes de la Administración, así como los de las organizaciones sindicales y de las asociaciones empresariales",,la copia básica de los contratos,observarán,LegalEntity,LegalConcept,argument0089,,argument0564,trigger0338,duty0693
La reducción de jornada contemplada en este apartado,"el otro progenitor, adoptante, guardador o acogedor",,constituye,LegalConcept,LegalAgent,argument0064,argument0431,,trigger0083,duty0694
contrato de trabajo,,causas,podrá suspenderse,LegalConcept,LegalConcept,argument0286,,argument0201,trigger0418,duty0695
oficina,registro del acta,contenido del laudo,procederá,LegalEntity,LegalConcept,argument0698,argument0825,argument0275,trigger0459,duty0696
oficina,denegación,contenido del laudo,procederá,LegalEntity,LegalConcept,argument0698,argument0354,argument0275,trigger0459,duty0697
empresa,,,podrá limitar,LegalAgent,LegalConcept,argument0445,,,trigger0390,duty0698
empresa,,,podrá recibir,LegalAgent,LegalConcept,argument0445,,,trigger0400,duty0699
duración del permiso,,incrementará,se incrementará,LegalConcept,LegalConcept,argument0414,,argument0523,trigger0569,duty0700
listas,,contener,deberán contener,LegalConcept,LegalConcept,argument0603,,argument0273,trigger0155,duty0701
comisión representativa,,,deberá quedar constituida,LegalEntity,LegalConcept,argument0228,,,trigger0138,duty0702
convocatoria,empresario,,se comunicará,LegalConcept,LegalAgent,argument0311,argument0449,,trigger0525,duty0703
original del acta,,papeletas de votos nulos o impugnados por los interventores,serán presentadas,LegalConcept,LegalConcept,argument0708,,argument0723,trigger0632,duty0704
original del acta,,acta de constitución de la mesa,serán presentadas,LegalConcept,LegalConcept,argument0708,,argument0128,trigger0632,duty0705
convenios colectivos,,,constituyen,LegalConcept,LegalConcept,argument0306,,,trigger0084,duty0706
negociación colectiva,,,pactarán,LegalConcept,LegalConcept,argument0668,,,trigger0348,duty0707
electores de menor edad,,,actuará,LegalConcept,LegalConcept,argument0443,,,trigger0036,duty0708
oficina pública,actas electorales,,procederá o no al registro,LegalEntity,LegalConcept,argument0700,argument0131,,trigger0463,duty0709
comité de empresa,,,se determinará,LegalEntity,LegalConcept,argument0231,,,trigger0543,duty0710
Reglamentariamente,,,se establecerá,LegalConcept,LegalConcept,argument0106,,,trigger0559,duty0711
traslado de trabajadores,,,requerirá,LegalConcept,LegalConcept,argument0960,,,trigger0501,duty0712
oficina pública,,,Corresponde,LegalEntity,LegalConcept,argument0700,,,trigger0004,duty0713
suspensión del contrato,,,podrá distribuirse,LegalConcept,LegalConcept,argument0913,,,trigger0373,duty0714
persona trabajadora,,derechos y obligaciones correspondientes al puesto de trabajo,tendrá,LegalAgent,LegalConcept,argument0751,,argument0369,trigger0651,duty0715
empresario,trabajador,,ser notificada,LegalAgent,LegalAgent,argument0449,argument0925,,trigger0609,duty0716
contrato para la formación y el aprendizaje,,,se regirá,LegalConcept,LegalConcept,argument0289,,,trigger0593,duty0717
Lo previsto en el apartado anterior,,acciones,será de aplicación,LegalConcept,LegalConcept,argument0081,,argument0119,trigger0614,duty0718
jornada de cada trabajador,,,se registrará,LegalConcept,LegalConcept,argument0553,,,trigger0597,duty0719
cedente y el cesionario,,,responderán,LegalEntity,LegalConcept,argument0208,,,trigger0509,duty0720
negociación colectiva,,,establecer,LegalEntity,LegalConcept,argument0668,,,trigger0214,duty0721
contratistas,,,recabarán,LegalAgent,LegalConcept,argument0281,,,trigger0492,duty0722
trabajadores,Fondo,parte de indemnización,solicitaran,LegalAgent,LegalEntity,argument0933,argument0040,argument0725,trigger0641,duty0723
promotores,empresa,,comunicarán,LegalAgent,LegalEntity,argument0789,argument0445,,trigger0067,duty0724
promotores,oficina pública,,comunicarán,LegalAgent,LegalEntity,argument0789,argument0700,,trigger0067,duty0725
Gobierno,,,fijará,LegalEntity,LegalConcept,argument0042,,,trigger0257,duty0726
dirección de la empresa,representantes de los trabajadores,,comunicar,LegalEntity,LegalAgent,argument0388,argument0850,,trigger0064,duty0727
La regulación de las condiciones establecidas en un convenio de empresa,,,tendrá prioridad aplicativa,LegalConcept,LegalConcept,argument0065,,,trigger0671,duty0728
Las empresas,,,deberán efectuar,LegalEntity,LegalConcept,argument0069,,,trigger0156,duty0729
Fondo de Garantía Salarial,trabajadores,,abonará,LegalEntity,LegalAgent,argument0041,argument0933,,trigger0033,duty0730
dicho escrito,,,se consignarán,LegalConcept,LegalConcept,argument0384,,,trigger0534,duty0731
