event_mention,event_subject,event_subject_id,event_subject_type,event_object,event_object_id,event_object_type,event_complement,event_complement_id,event_trigger,event_trigger_id,relation_type,relation_id
"Cuando el periodo de consultas finalice con acuerdo se presumirá que concurren las causas justificativas a que alude el párrafo primero y solo podrá ser impugnado ante la jurisdicción social por la existencia de fraude, dolo, coacción o abuso de derecho en su conclusión",el periodo de consultas,argument0432,LegalConcept,,,,,,finalice,trigger0259,Duty,duty0367
"En caso de que el contrato resultase nulo, el trabajador podrá exigir, por el trabajo que ya hubiese prestado, la remuneración consiguiente a un contrato válido",trabajador,argument0925,LegalAgent,,,,,,podrá exigir,trigger0379,Right,right0135
Estos acuerdos tendrán la vigencia que las partes determinen,Estos acuerdos,argument0037,LegalConcept,,,,,,tendrán,trigger0676,Norelation,
"El despido por causas económicas, técnicas, organizativas o de producción del personal laboral al servicio de los entes, organismos y entidades que forman parte del sector público de acuerdo con el artículo 3.1 del texto refundido de la Ley de Contratos del Sector Público, aprobado por el Real Decreto Legislativo 3/2011, de 14 de noviembre, se efectuará conforme a lo dispuesto en los artículos 51 y 52.c) de la presente ley y sus normas de desarrollo y en el marco de los mecanismos preventivos y correctivos regulados en la normativa de estabilidad presupuestaria y sostenibilidad financiera de las Administraciones Públicas",despido,argument0374,LegalConcept,,,,,,se efectuará,trigger0547,Duty,duty0368
"El trabajador no podrá ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las medidas que, de conformidad con lo dispuesto en los artículos 51 y 52.c), puedan adoptarse por causas económicas, técnicas, organizativas o de producción",trabajador,argument0925,LegalAgent,,,,,,no podrá ser despedido,trigger0316,NoRight,noright0082
"En la definición o aplicación de los procedimientos de información y consulta, el empresario y el comité de empresa actuarán con espíritu de cooperación, en cumplimiento de sus derechos y obligaciones recíprocas, teniendo en cuenta tanto los intereses de la empresa como los de los trabajadores",empresario y el comité de empresa,argument0452,LegalEntity,,,,,,actuarán,trigger0037,Duty,duty0369
"La comisión negociadora quedará válidamente constituida cuando los sindicatos, federaciones o confederaciones y las asociaciones empresariales a que se refiere el artículo anterior representen como mínimo, respectivamente, a la mayoría absoluta de los miembros de los comités de empresa y delegados de personal, en su caso, y a empresarios que ocupen a la mayoría de los trabajadores afectados por el convenio",La comisión negociadora,argument0049,LegalEntity,,,,,,quedará válidamente constituida,trigger0482,Duty,duty0370
"A los efectos de expedición de las certificaciones acreditativas de la capacidad representativa de las organizaciones sindicales en el ámbito estatal prevista en el artículo 75.7, las comunidades autónomas deberán remitir mensualmente copia de las actas electorales registradas a la oficina pública estatal",las comunidades autónomas,argument0578,LegalEntity,,,,,,deberán remitir,trigger0168,Duty,duty0371
"Al cesar las causas legales de suspensión, el trabajador tendrá derecho a la reincorporación al puesto de trabajo reservado, en todos los supuestos a que se refiere el artículo 45.1 excepto en los señalados en las letras a) y b), en que se estará a lo pactado",el trabajador,argument0436,LegalAgent,,,,,,tendrá derecho a la reincorporación,trigger0659,Right,right0136
"Los trabajadores de las empresas contratistas y subcontratistas, cuando no tengan representación legal, tendrán derecho a formular a los representantes de los trabajadores de la empresa principal cuestiones relativas a las condiciones de ejecución de la actividad laboral, mientras compartan centro de trabajo y carezcan de representación",trabajadores,argument0933,LegalAgent,representantes de los trabajadores,argument0850,LegalAgent,condiciones de ejecución de la actividad laboral,argument0260,tendrán derecho a formular,trigger0682,Right,right0137
"En caso de despido disciplinario, la indemnización por despido improcedente se calculará conforme a lo dispuesto en el apartado 2.",,,,,,,,,,,Norelation,
"Los delegados de prevención y, en su defecto, los representantes legales de los trabajadores en el centro de trabajo, que aprecien una probabilidad seria y grave de accidente por la inobservancia de la legislación aplicable en la materia, requerirán al empresario por escrito para que adopte las medidas oportunas que hagan desaparecer el estado de riesgo; si la petición no fuese atendida en un plazo de cuatro días, se dirigirán a la autoridad competente; esta, si apreciase las circunstancias alegadas, mediante resolución fundada, requerirá al empresario para que adopte las medidas de seguridad apropiadas o que suspenda sus actividades en la zona o local de trabajo o con el material en peligro",delegados de prevención,argument0351,LegalAgent,empresario,argument0449,LegalAgent,medidas oportunas,argument0638,requerirán,trigger0502,Duty,duty0372
Dichas exigencias deberán ser tenidas particularmente en cuenta a la hora de determinar los periodos de descanso durante la jornada de trabajo,exigencias,argument0486,LegalConcept,,,,periodos de descanso,argument0744,deberán ser tenidas,trigger0175,Duty,duty0373
Los créditos salariales gozarán de preferencia sobre cualquier otro crédito respecto de los objetos elaborados por los trabajadores mientras sean propiedad o estén en posesión del empresario,créditos salariales,argument0324,LegalConcept,objetos elaborados,argument0689,LegalConcept,,,gozarán de preferencia,trigger0265,Right,right0138
En dicho escrito se consignarán los siguientes extremos Criterios tenidos en cuenta para la designación de los trabajadores afectados por los despidos,escrito,argument0472,LegalConcept,extremos,argument0493,LegalConcept,,,se consignarán,trigger0534,Duty,duty0374
En dicho escrito se consignarán los siguientes extremos Criterios tenidos en cuenta para la designación de los trabajadores afectados por los despidos,escrito,argument0472,LegalConcept,Criterios,argument0008,LegalConcept,,,se consignarán,trigger0534,Duty,duty0375
Dicho libro estará a disposición de los representantes legales de los trabajadores,libro,argument0596,LegalConcept,representantes legales,argument0852,LegalAgent,,,estará a disposición,trigger0219,Duty,duty0376
"el empresario Si se hubiera alcanzado acuerdo, trasladará copia íntegra del mismo",empresario,argument0449,LegalAgent,copia íntegra,argument0316,LegalConcept,,,trasladará,trigger0706,Duty,duty0377
"Las modificaciones sustanciales de las condiciones de trabajo podrán afectar a las condiciones reconocidas a los trabajadores en el contrato de trabajo, en acuerdos o pactos colectivos o disfrutadas por estos en virtud de una decisión unilateral del empresario de efectos colectivos",modificaciones sustanciales,argument0655,LegalConcept,condiciones reconocidas a los trabajadores,argument0262,LegalConcept,en el contrato de trabajo,argument0464,afectar,trigger0041,Duty,duty0378
"Las modificaciones sustanciales de las condiciones de trabajo podrán afectar a las condiciones reconocidas a los trabajadores en el contrato de trabajo, en acuerdos o pactos colectivos o disfrutadas por estos en virtud de una decisión unilateral del empresario de efectos colectivos",modificaciones sustanciales,argument0655,LegalConcept,condiciones reconocidas a los trabajadores,argument0262,LegalConcept,en acuerdos o pactos colectivos,argument0462,afectar,trigger0041,Duty,duty0379
"Las modificaciones sustanciales de las condiciones de trabajo podrán afectar a las condiciones reconocidas a los trabajadores en el contrato de trabajo, en acuerdos o pactos colectivos o disfrutadas por estos en virtud de una decisión unilateral del empresario de efectos colectivos",modificaciones sustanciales,argument0655,LegalConcept,condiciones reconocidas a los trabajadores,argument0262,LegalConcept,disfrutadas por estos en virtud de una decisión unilateral del empresario de efectos colectivos,argument0393,afectar,trigger0041,Duty,duty0380
"Transcurrido este plazo, quedará exonerado de responsabilidad el empresario solicitante",empresario solicitante,argument0451,LegalAgent,,,,,,quedará exonerado,trigger0477,NoRight,noright0083
"La comunicación de la apertura del periodo de consultas se realizará mediante escrito dirigido por el empresario a los representantes legales de los trabajadores, una copia del cual se hará llegar a la autoridad laboral",comunicación de la apertura del periodo de consultas,argument0246,LegalConcept,,,,mediante escrito dirigido por el empresario a los representantes legales de los trabajadores,argument0633,realizará,trigger0490,Duty,duty0381
"La comunicación de la apertura del periodo de consultas se realizará mediante escrito dirigido por el empresario a los representantes legales de los trabajadores, una copia del cual se hará llegar a la autoridad laboral",comunicación de la apertura del periodo de consultas,argument0246,LegalConcept,,,,una copia del cual se hará llegar a la autoridad laboral,argument0976,realizará,trigger0490,Duty,duty0382
"El despido colectivo deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores",despido colectivo,argument0375,LegalConcept,periodo de consultas,argument0737,LegalConcept,con los representantes legales de los trabajadores de una duración no superior a treinta días naturales,argument0253,deberá ir precedido,trigger0132,Duty,duty0383
"El despido colectivo deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a treinta días naturales, o de quince en el caso de empresas de menos de cincuenta trabajadores",despido colectivo,argument0375,LegalConcept,periodo de consultas,argument0737,LegalConcept,o de quince en el caso de empresas de menos de cincuenta trabajadores,argument0688,deberá ir precedido,trigger0132,Duty,duty0384
"En el supuesto de que el contrato se extinga antes de alcanzar la duración mínima indicada, el empresario estará obligado a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante",empresario,argument0449,LegalAgent,,,,,,estará obligado a celebrar,trigger0223,Duty,duty0385
Para considerarse procedente deberá acreditarse suficientemente que la causa objetiva que sustenta el despido requiere concretamente la extinción del contrato de la persona referida,causa objetiva,argument0200,LegalConcept,contrato,argument0283,LegalConcept,despido,argument0374,requiere concretamente la extinción,trigger0503,Right,right0139
"Mediante convenio colectivo de ámbito sectorial estatal o, en su defecto, en los convenios colectivos sectoriales de ámbito inferior, se podrán determinar los puestos de trabajo o grupos profesionales objeto de este contrato",,,,puestos de trabajo,argument0802,LegalConcept,contrato,argument0283,se podrán determinar,trigger0583,Privilege,privilege0066
"Mediante convenio colectivo de ámbito sectorial estatal o, en su defecto, en los convenios colectivos sectoriales de ámbito inferior, se podrán determinar los puestos de trabajo o grupos profesionales objeto de este contrato",,,,grupos profesionales,argument0508,LegalConcept,contrato,argument0283,se podrán determinar,trigger0583,Privilege,privilege0067
"En ningún caso, incluidas las relaciones laborales de carácter especial a que se refiere el artículo 2, el salario en especie podrá superar el treinta por ciento de las percepciones salariales del trabajador, ni dar lugar a la minoración de la cuantía íntegra en dinero del salario mínimo interprofesional",salario en especie,argument0879,LegalConcept,percepciones salariales del trabajador,argument0734,LegalConcept,cuantía íntegra en dinero del salario mínimo interprofesional,argument0329,podrá superar,trigger0415,NoRight,noright0084
"La opción por la indemnización determinará la extinción del contrato de trabajo, que se entenderá producida en la fecha del cese efectivo en el trabajo",opción,argument0702,LegalConcept,,,,,,determinará,trigger0187,Duty,duty0386
"Será también nulo el despido en los siguientes supuestos El de las personas trabajadoras después de haberse reintegrado al trabajo al finalizar los periodos de suspensión del contrato por nacimiento, adopción, guarda con fines de adopción o acogimiento, a que se refiere el artículo 45.1.d), siempre que no hubieran transcurrido más de doce meses desde la fecha del nacimiento, la adopción, la guarda con fines de adopción o el acogimiento",despido,argument0374,LegalConcept,personas trabajadoras,argument0758,LegalAgent,,,nulo,trigger0335,NoRight,noright0085
"Los sindicatos con capacidad de promoción de elecciones tendrán derecho a acceder a los registros de las Administraciones Públicas que contengan datos relativos a la inscripción de empresas y altas de trabajadores, en la medida necesaria para llevar a cabo tal promoción en sus respectivos ámbitos",sindicatos,argument0891,LegalEntity,registros,argument0827,LegalConcept,,,tendrán derecho a acceder,trigger0679,Right,right0140
El planteamiento del arbitraje interrumpirá los plazos de prescripción,planteamiento,argument0760,LegalConcept,arbitraje,argument0161,LegalConcept,plazos de prescripción,argument0765,interrumpirá,trigger0286,Duty,duty0387
"La representación Igualmente podrá haber un delegado de personal en aquellas empresas o centros que cuenten entre seis y diez trabajadores, si así lo decidieran estos por mayoría",representación,argument0843,LegalConcept,,,,,,podrá haber,trigger0384,Privilege,privilege0068
"Transcurrido dicho plazo, la reserva quedará referida a un puesto de trabajo del mismo grupo profesional o categoría equivalente",reserva,argument0856,LegalConcept,,,,puesto de trabajo,argument0800,quedará referida,trigger0480,Duty,duty0388
"El número de miembros del comité de empresa se determinará de acuerdo con la siguiente escala De ciento uno a doscientos cincuenta trabajadores, nueve",número de miembros,argument0685,LegalConcept,,,,comité de empresa,argument0231,se determinará,trigger0543,Duty,duty0389
"Sin perjuicio de los procedimientos específicos que puedan establecerse en la negociación colectiva, la decisión de modificación sustancial de condiciones de trabajo de carácter colectivo deberá ir precedida de un periodo de consultas con los representantes legales de los trabajadores, de duración no superior a quince días, que versará sobre las causas motivadoras de la decisión empresarial y la posibilidad de evitar o reducir sus efectos, así como sobre las medidas necesarias para atenuar sus consecuencias para los trabajadores afectados",decisión,argument0337,LegalConcept,periodo de consultas,argument0737,LegalConcept,condiciones de trabajo,argument0261,deberá ir precedida,trigger0131,Duty,duty0390
"Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio",acuerdos interprofesionales,argument0141,LegalConcept,,,,,,deberán especificar,trigger0158,Duty,duty0391
"Las comunidades Asimismo, podrán hacer uso de la facultad de traslado a lunes prevista en el párrafo anterior",comunidades,argument0251,LegalEntity,,,,,,podrán hacer uso,trigger0433,Privilege,privilege0069
"En el supuesto de riesgo durante el embarazo o de riesgo durante la lactancia natural, en los términos previstos en el artículo 26 de la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales, la suspensión del contrato finalizará el día en que se inicie la suspensión del contrato por parto o el lactante cumpla nueve meses, respectivamente, o, en ambos casos, cuando desaparezca la imposibilidad de la trabajadora de reincorporarse a su puesto anterior o a otro compatible con su estado",suspensión del contrato,argument0913,LegalConcept,,,,,,finalizará,trigger0260,Duty,duty0392
"En cumplimiento de esta previsión, el trabajador continuará desempeñando el puesto que venía ocupando hasta que se proceda a su cobertura por los procedimientos antes indicados, momento en el que se producirá la extinción de la relación laboral, salvo que el mencionado trabajador acceda a un empleo público, superando el correspondiente proceso selectivo",trabajador,argument0925,LegalAgent,,,,,,continuará desempeñando,trigger0088,Duty,duty0393
"El contrato podrá extinguirse En el caso de contratos por tiempo indefinido concertados directamente por entidades sin ánimo de lucro para la ejecución de planes y programas públicos determinados, sin dotación económica estable y financiados por las Administraciones Públicas mediante consignaciones presupuestarias o extrapresupuestarias anuales consecuencia de ingresos externos de carácter finalista, por la insuficiencia de la correspondiente consignación para el mantenimiento del contrato de trabajo de que se trate",contrato,argument0283,LegalConcept,,,,,,podrá extinguirse,trigger0382,NoRight,noright0086
"El despido nulo tendrá el efecto de la readmisión inmediata del trabajador, con abono de los salarios dejados de percibir",despido nulo,argument0376,LegalConcept,trabajador,argument0925,LegalAgent,,,tendrá el efecto de,trigger0667,Right,right0141
A los supuestos de trabajos discontinuos que se repitan en fechas ciertas les será de aplicación la regulación del contrato a tiempo parcial celebrado por tiempo indefinido,supuestos de trabajos discontinuos,argument0908,LegalConcept,,,,,,les será de aplicación,trigger0291,NoRight,noright0087
"El nacimiento, que comprende el parto y el cuidado de menor de doce meses, suspenderá el contrato de trabajo de la madre biológica durante 16 semanas, de las cuales serán obligatorias las seis semanas ininterrumpidas inmediatamente posteriores al parto, que habrán de disfrutarse a jornada completa, para asegurar la protección de la salud de la madre",nacimiento,argument0664,LegalConcept,contrato de trabajo,argument0286,LegalConcept,,,suspenderá,trigger0650,Duty,duty0394
"Sin perjuicio de lo anterior, cuando concurran causas económicas, técnicas, organizativas o de producción, por acuerdo entre la empresa y los representantes de los trabajadores legitimados para negociar un convenio colectivo conforme a lo previsto en el artículo 87.1, se podrá proceder, previo desarrollo de un periodo de consultas en los términos del artículo 41.4, a inaplicar en la empresa las condiciones de trabajo previstas en el convenio colectivo aplicable, sea este de sector o de empresa, que afecten a las siguientes materias Sistema de trabajo y rendimiento",empresa,argument0445,LegalAgent,,,,,,se podrá proceder,trigger0580,Privilege,privilege0070
"En los supuestos previstos en los apartados 1.a) y 5, el empresario deberá facilitar por escrito al trabajador, en los diez días siguientes al cumplimiento de los plazos indicados, un documento justificativo sobre su nueva condición de trabajador fijo de la empresa",empresario,argument0449,LegalAgent,trabajador,argument0925,LegalAgent,,,deberá facilitar,trigger0122,Duty,duty0395
"El Gobierno, a propuesta del Ministerio de Empleo y Seguridad Social, recogerá en un texto único denominado Código de Trabajo, las distintas leyes orgánicas y ordinarias que, junto con la presente, regulan las materias laborales, ordenándolas en títulos separados, uno por ley, con numeración correlativa, respetando íntegramente su texto literal",Gobierno,argument0042,LegalEntity,,,,,,recogerá,trigger0495,Duty,duty0396
"Los trabajadores tienen como derechos básicos, con el contenido y alcance que para cada uno de los mismos disponga su específica normativa, los de Negociación colectiva",trabajadores,argument0933,LegalAgent,,,,,,tienen,trigger0695,Right,right0142
El comité de empresa tendrá también las siguientes competencias Colaborar con la dirección de la empresa en el establecimiento y puesta en marcha de medidas de conciliación,comité de empresa,argument0231,LegalEntity,,,,competencias,argument0239,Colaborar,trigger0001,Duty,duty0397
"A continuación, la mesa, o el conjunto de ellas, determinará el número de miembros del comité que hayan de ser elegidos en aplicación de lo dispuesto en el artículo 66.Las candidaturas se presentarán durante los nueve días siguientes a la publicación de la lista definitiva de electores",mesa,argument0642,LegalEntity,candidaturas,argument0193,LegalAgent,,,determinará,trigger0187,Duty,duty0398
La resolución denegatoria del registro podrá ser impugnada ante el orden jurisdiccional social,resolución denegatoria,argument0862,LegalConcept,,,,registro,argument0822,podrá ser impugnada,trigger0410,Right,right0143
El contrato de trabajo se extinguirá Por expiración del tiempo convenido o realización de la obra o servicio objeto del contrato,contrato de trabajo,argument0286,LegalConcept,,,,tiempo convenido,argument0920,se extinguirá,trigger0561,NoRight,noright0088
El contrato de trabajo se extinguirá Por expiración del tiempo convenido o realización de la obra o servicio objeto del contrato,contrato de trabajo,argument0286,LegalConcept,,,,realización de la obra o servicio,argument0813,se extinguirá,trigger0561,NoRight,noright0089
"Cuando la decisión extintiva del empresario tuviera como móvil algunas de las causas de discriminación prohibidas en la Constitución o en la ley o bien se hubiera producido con violación de derechos fundamentales y libertades públicas del trabajador, la decisión extintiva será nula, debiendo la autoridad judicial hacer tal declaración de oficio",decisión extintiva del empresario,argument0341,LegalEntity,,,,,,será nula,trigger0620,NoRight,noright0090
"Salvo pacto en contrario negociado según el artículo 83.2, los sindicatos y las asociaciones empresariales que reúnan los requisitos de legitimación de los artículos 87 y 88 podrán, en el ámbito de una comunidad autónoma, negociar acuerdos o convenios que afecten a lo dispuesto en los de ámbito estatal siempre que dicha decisión obtenga el respaldo de las mayorías exigidas para constituir la comisión negociadora en la correspondiente unidad de negociación",sindicatos y las asociaciones empresariales,argument0894,LegalEntity,,,,,,podrán negociar,trigger0436,Privilege,privilege0071
"Los derechos y obligaciones del trabajador en la empresa cesionaria serán los que correspondan en condiciones ordinarias a un trabajador que preste servicios en el mismo o equivalente puesto de trabajo, si bien la antigüedad se computará desde el inicio de la cesión ilegal",derechos y obligaciones del trabajador,argument0370,LegalConcept,,,,,,serán,trigger0624,Duty,duty0399
"No obstante, la no concesión del preaviso o el error excusable en el cálculo de la indemnización no determinará la improcedencia del despido, sin perjuicio de la obligación del empresario de abonar los salarios correspondientes a dicho periodo o al pago de la indemnización en la cuantía correcta, con independencia de los demás efectos que procedan",no concesión del preaviso o el error excusable en el cálculo de la indemnización,argument0669,LegalConcept,,,,,,no determinará,trigger0299,NoRight,noright0091
"En todo caso, ningún tipo de documento entregado por la empresa al comité podrá ser utilizado fuera del estricto ámbito de aquella ni para fines distintos de los que motivaron su entrega",empresa,argument0445,LegalAgent,,,,documento,argument0408,podrá ser utilizado,trigger0412,NoRight,noright0092
"El número de miembros del comité de empresa se determinará de acuerdo con la siguiente escala De setecientos cincuenta y uno a mil trabajadores, veintiuno",comité de empresa,argument0231,LegalEntity,,,,,,se determinará,trigger0543,Duty,duty0400
"El Gobierno, a propuesta de la persona titular del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran",Gobierno,argument0042,LegalEntity,,,,ampliaciones,argument0150,podrá establecer,trigger0377,Right,right0144
"El Gobierno, a propuesta de la persona titular del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran",Gobierno,argument0042,LegalEntity,,,,limitaciones,argument0599,podrá establecer,trigger0377,Right,right0145
"El Gobierno, a propuesta de la persona titular del Ministerio de Trabajo, Migraciones y Seguridad Social y previa consulta a las organizaciones sindicales y empresariales más representativas, podrá establecer ampliaciones o limitaciones en la ordenación y duración de la jornada de trabajo y de los descansos, así como especialidades en las obligaciones de registro de jornada, para aquellos sectores, trabajos y categorías profesionales que por sus peculiaridades así lo requieran",Gobierno,argument0042,LegalEntity,,,,especialidades,argument0473,podrá establecer,trigger0377,Right,right0146
Esta aplicación se mantendrá hasta la fecha de expiración del convenio colectivo de origen o hasta la entrada en vigor de otro convenio colectivo nuevo que resulte aplicable a la entidad económica transmitida,aplicación,argument0156,LegalConcept,convenio colectivo,argument0302,LegalConcept,fecha de expiración,argument0498,se mantendrá,trigger0574,Duty,duty0401
Esta aplicación se mantendrá hasta la fecha de expiración del convenio colectivo de origen o hasta la entrada en vigor de otro convenio colectivo nuevo que resulte aplicable a la entidad económica transmitida,aplicación,argument0156,LegalConcept,convenio colectivo,argument0302,LegalConcept,entrada en vigor,argument0471,se mantendrá,trigger0574,Duty,duty0402
El periodo de tiempo a que se refiere el abono de las retribuciones periódicas y regulares no podrá exceder de un mes,abono de las retribuciones periódicas y regulares,argument0117,LegalConcept,,,,,,no podrá exceder,trigger0311,NoRight,noright0093
"El empresario está obligado a llevar un registro con los valores medios de los salarios, los complementos salariales y las percepciones extrasalariales de su plantilla, desagregados por sexo y distribuidos por grupos profesionales, categorías profesionales o puestos de trabajo iguales o de igual valor",empresario,argument0449,LegalAgent,,,,registro,argument0822,está obligado a llevar,trigger0239,Duty,duty0403
"El salario mínimo interprofesional, en su cuantía, es inembargable",salario mínimo interprofesional,argument0880,LegalConcept,,,,,,es,trigger0213,NoRight,noright0094
Los representantes legales de los trabajadores tendrán prioridad de permanencia en la empresa en los supuestos a que se refiere este artículo,representantes legales de los trabajadores,argument0853,LegalAgent,,,,,,tendrán,trigger0676,Privilege,privilege0072
"El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores",trabajador,argument0925,LegalAgent,,,,,,tiene derecho,trigger0692,Right,right0147
Serán causas justas para que el trabajador pueda solicitar la extinción del contrato Las modificaciones sustanciales en las condiciones de trabajo llevadas a cabo sin respetar lo previsto en el artículo 41 y que redunden en menoscabo de la dignidad del trabajador,trabajador,argument0925,LegalAgent,,,,,,pueda solicitar,trigger0474,Right,right0148
"En tales casos, el trabajador tendrá derecho a las indemnizaciones señaladas para el despido improcedente",trabajador,argument0925,LegalAgent,,,,,,tendrá derecho,trigger0652,Right,right0149
"Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala Hasta cien trabajadores, quince horas",miembros del comité o delegado de personal,argument0650,LegalAgent,,,,,,Disponer de,trigger0006,Right,right0150
"El comité de empresa tendrá derecho a emitir informe, con carácter previo a la ejecución por parte del empresario de las decisiones adoptadas por este, sobre las siguientes cuestiones Las reducciones de jornada",comité de empresa,argument0231,LegalEntity,,,,,,tendrá derecho a emitir,trigger0656,Right,right0151
"La regulación de las condiciones establecidas en un convenio de empresa, que podrá negociarse en cualquier momento de la vigencia de convenios colectivos de ámbito superior, tendrá prioridad aplicativa respecto del convenio sectorial estatal, autonómico o de ámbito inferior en las siguientes materias La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa",La regulación de las condiciones establecidas en un convenio de empresa,argument0065,LegalConcept,,,,,,tendrá prioridad aplicativa respecto del,trigger0673,Right,right0152
"El contrato a tiempo parcial se regirá por las siguientes reglas Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a tiempo parcial a la formación profesional continua, a fin de favorecer su progresión y movilidad profesionales",El contrato a tiempo parcial,argument0023,LegalConcept,,,,,,se regirá por,trigger0594,Right,right0153
"Respetando las expresadas en el párrafo anterior, el Gobierno podrá trasladar a los lunes todas las fiestas de ámbito nacional que tengan lugar entre semana, siendo, en todo caso, objeto de traslado al lunes inmediatamente posterior el descanso laboral correspondiente a las fiestas que coincidan con domingo",el Gobierno,argument0425,LegalEntity,,,,,,podrá trasladar a,trigger0421,Right,right0154
"El trabajador, previo aviso y justificación, podrá ausentarse del trabajo, con derecho a remuneración, por alguno de los motivos y por el tiempo siguiente Para realizar funciones sindicales o de representación del personal en los términos establecidos legal o convencionalmente",trabajador,argument0925,LegalAgent,,,,,,podrá ausentarse,trigger0362,Right,right0155
Los comités deberán reunirse cada dos meses o siempre que lo solicite un tercio de sus miembros o un tercio de los trabajadores representados,comités,argument0233,LegalConcept,,,,,,deberán reunirse,trigger0169,Duty,duty0404
"No obstante, si dos o más trabajadores de la misma empresa generasen este derecho por el mismo sujeto causante, el empresario podrá limitar su ejercicio simultáneo por razones justificadas de funcionamiento de la empresa",empresario,argument0449,LegalAgent,,,,,,podrá limitar,trigger0390,NoRight,noright0095
"Una vez registrado, el convenio será remitido al órgano público competente para su depósito",convenio,argument0301,LegalConcept,,,,,,será remitido,trigger0623,Duty,duty0405
"Inmediatamente después de celebrada la votación, la mesa electoral procederá públicamente al recuento de votos mediante la lectura por el presidente, en voz alta, de las papeletas",mesa electoral,argument0643,LegalEntity,,,,recuento de votos,argument0816,procederá,trigger0459,Duty,duty0406
"Finalizado el mismo, la empresa, por escrito, comunicará la aceptación de la petición, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la persona trabajadora o bien manifestará la negativa a su ejercicio",empresa,argument0445,LegalAgent,,,,aceptación de la petición,argument0122,comunicará,trigger0066,Duty,duty0407
"Finalizado el mismo, la empresa, por escrito, comunicará la aceptación de la petición, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la persona trabajadora o bien manifestará la negativa a su ejercicio",empresa,argument0445,LegalAgent,,,,propuesta alternativa,argument0791,comunicará,trigger0066,Duty,duty0408
"Finalizado el mismo, la empresa, por escrito, comunicará la aceptación de la petición, planteará una propuesta alternativa que posibilite las necesidades de conciliación de la persona trabajadora o bien manifestará la negativa a su ejercicio",empresa,argument0445,LegalAgent,,,,necesidades de conciliación,argument0665,comunicará,trigger0066,Duty,duty0409
"Será también nulo el despido en los siguientes supuestos El de las personas trabajadoras durante los periodos de suspensión del contrato de trabajo por nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo o riesgo durante la lactancia natural a que se refiere el artículo 45.1.d) y e), o por enfermedades causadas por embarazo, parto o lactancia natural, o la notificada en una fecha tal que el plazo de preaviso concedido finalice dentro de dichos periodos",,,,,,,despido,argument0374,nulo,trigger0335,NoRight,noright0096
"La empresa conservará los registros a que se refiere este precepto durante cuatro años y permanecerán a disposición de las personas trabajadoras, de sus representantes legales y de la Inspección de Trabajo y Seguridad Social",empresa,argument0445,LegalAgent,,,,registros,argument0827,conservará,trigger0072,Duty,duty0410
El contrato de trabajo se extinguirá Por despido del trabajador,contrato de trabajo,argument0286,LegalConcept,trabajador,argument0925,LegalAgent,,,se extinguirá,trigger0561,NoRight,noright0097
"La suspensión del contrato de trabajo, transcurridas las primeras seis semanas inmediatamente posteriores al parto, podrá disfrutarse en régimen de jornada completa o de jornada parcial, previo acuerdo entre la empresa y la persona trabajadora, y conforme se determine reglamentariamente",La suspensión del contrato de trabajo,argument0067,LegalConcept,,,,,,podrá disfrutarse,trigger0372,Privilege,privilege0073
